SchoolYear,Sector,SubSector,ULCSCode,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2021-2022,District,District,4020,Overbrook High School,Network 13,11,86,2,2.33,84,97.67,31,36.05,55,63.95,31,36.05,55,63.95,0,0.00,0,0.00,78,90.70,3,3.49,5,5.81,0,0.00,0,0.00,
2021-2022,District,District,4020,Overbrook High School,Network 13,12,79,1,1.27,78,98.73,25,31.65,54,68.35,34,43.04,45,56.96,0,0.00,0,0.00,75,94.94,1,1.27,2,2.53,0,0.00,1,1.27,
2021-2022,District,District,4020,Overbrook High School,Network 13,All Grades,407,8,1.97,399,98.03,127,31.20,280,68.80,171,42.01,236,57.99,0,0.00,0,0.00,381,93.61,11,2.70,12,2.95,0,0.00,3,0.74,100.00
2021-2022,District,District,4030,High School of Engineering and Science,Network 1,07,35,1,2.86,34,97.14,0,0.00,35,100.00,13,37.14,22,62.86,0,0.00,5,14.29,18,51.43,3,8.57,6,17.14,0,0.00,3,8.57,
2021-2022,District,District,4030,High School of Engineering and Science,Network 1,08,62,1,1.61,61,98.39,1,1.61,61,98.39,30,48.39,32,51.61,1,1.61,14,22.58,31,50.00,4,6.45,4,6.45,0,0.00,8,12.90,
2021-2022,District,District,4030,High School of Engineering and Science,Network 1,09,194,3,1.55,191,98.45,7,3.61,187,96.39,96,49.48,98,50.52,0,0.00,32,16.49,108,55.67,27,13.92,11,5.67,1,0.52,15,7.73,
2021-2022,District,District,4030,High School of Engineering and Science,Network 1,10,189,2,1.06,187,98.94,4,2.12,185,97.88,92,48.68,97,51.32,0,0.00,20,10.58,123,65.08,16,8.47,12,6.35,0,0.00,18,9.52,
2021-2022,District,District,4030,High School of Engineering and Science,Network 1,11,196,1,0.51,195,99.49,5,2.55,191,97.45,101,51.53,95,48.47,0,0.00,30,15.31,112,57.14,24,12.24,12,6.12,0,0.00,18,9.18,
2021-2022,District,District,4030,High School of Engineering and Science,Network 1,12,203,1,0.49,202,99.51,7,3.45,196,96.55,88,43.35,115,56.65,0,0.00,24,11.82,142,69.95,19,9.36,7,3.45,0,0.00,11,5.42,
2021-2022,District,District,4030,High School of Engineering and Science,Network 1,All Grades,879,9,1.02,870,98.98,24,2.73,855,97.27,420,47.78,459,52.22,1,0.11,125,14.22,534,60.75,93,10.58,52,5.92,1,0.11,73,8.30,77.72
2021-2022,District,District,4060,Murrell Dobbins Career and Technical High School,Network 13,09,325,8,2.46,317,97.54,67,20.62,258,79.38,201,61.85,124,38.15,0,0.00,2,0.62,283,87.08,28,8.62,10,3.08,0,0.00,2,0.62,
2021-2022,District,District,4060,Murrell Dobbins Career and Technical High School,Network 13,10,335,6,1.79,329,98.21,81,24.18,254,75.82,166,49.55,169,50.45,0,0.00,0,0.00,292,87.16,28,8.36,10,2.99,1,0.30,4,1.19,
2021-2022,District,District,4060,Murrell Dobbins Career and Technical High School,Network 13,11,215,7,3.26,208,96.74,36,16.74,179,83.26,128,59.53,87,40.47,1,0.47,1,0.47,185,86.05,20,9.30,7,3.26,0,0.00,1,0.47,
2021-2022,District,District,4060,Murrell Dobbins Career and Technical High School,Network 13,12,176,4,2.27,172,97.73,21,11.93,155,88.07,106,60.23,70,39.77,0,0.00,0,0.00,155,88.07,16,9.09,3,1.70,0,0.00,2,1.14,
2021-2022,District,District,4060,Murrell Dobbins Career and Technical High School,Network 13,All Grades,1051,25,2.38,1026,97.62,205,19.51,846,80.49,601,57.18,450,42.82,1,0.10,3,0.29,915,87.06,92,8.75,30,2.85,1,0.10,9,0.86,100.00
2021-2022,District,District,4140,Strawberry Mansion High School,Network 4,09,66,0,0.00,66,100.00,32,48.48,34,51.52,27,40.91,39,59.09,0,0.00,0,0.00,64,96.97,0,0.00,1,1.52,0,0.00,1,1.52,
2021-2022,District,District,4140,Strawberry Mansion High School,Network 4,10,41,0,0.00,41,100.00,17,41.46,24,58.54,22,53.66,19,46.34,0,0.00,0,0.00,39,95.12,2,4.88,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4140,Strawberry Mansion High School,Network 4,11,50,0,0.00,50,100.00,23,46.00,27,54.00,25,50.00,25,50.00,0,0.00,0,0.00,43,86.00,4,8.00,3,6.00,0,0.00,0,0.00,
2021-2022,District,District,4140,Strawberry Mansion High School,Network 4,12,12,0,0.00,12,100.00,12,100.00,0,0.00,3,25.00,9,75.00,0,0.00,0,0.00,11,91.67,1,8.33,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4140,Strawberry Mansion High School,Network 4,All Grades,169,0,0.00,169,100.00,84,49.70,85,50.30,77,45.56,92,54.44,0,0.00,0,0.00,157,92.90,7,4.14,4,2.37,0,0.00,1,0.59,100.00
2021-2022,District,District,4220,James G. Blaine School,Network 11,00,35,0,0.00,35,100.00,0,0.00,35,100.00,18,51.43,17,48.57,0,0.00,0,0.00,33,94.29,2,5.71,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4220,James G. Blaine School,Network 11,01,28,0,0.00,28,100.00,5,17.86,23,82.14,9,32.14,19,67.86,0,0.00,0,0.00,26,92.86,2,7.14,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4220,James G. Blaine School,Network 11,02,46,1,2.17,45,97.83,8,17.39,38,82.61,22,47.83,24,52.17,0,0.00,0,0.00,44,95.65,2,4.35,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4220,James G. Blaine School,Network 11,03,38,0,0.00,38,100.00,7,18.42,31,81.58,21,55.26,17,44.74,0,0.00,0,0.00,35,92.11,2,5.26,0,0.00,0,0.00,1,2.63,
2021-2022,District,District,4220,James G. Blaine School,Network 11,04,46,1,2.17,45,97.83,16,34.78,30,65.22,21,45.65,25,54.35,0,0.00,0,0.00,38,82.61,8,17.39,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4220,James G. Blaine School,Network 11,05,43,0,0.00,43,100.00,13,30.23,30,69.77,20,46.51,23,53.49,0,0.00,0,0.00,41,95.35,1,2.33,0,0.00,0,0.00,1,2.33,
2021-2022,District,District,4220,James G. Blaine School,Network 11,06,55,0,0.00,55,100.00,18,32.73,37,67.27,22,40.00,33,60.00,0,0.00,0,0.00,49,89.09,3,5.45,2,3.64,0,0.00,1,1.82,
2021-2022,District,District,4220,James G. Blaine School,Network 11,07,41,0,0.00,41,100.00,17,41.46,24,58.54,12,29.27,29,70.73,0,0.00,0,0.00,35,85.37,3,7.32,3,7.32,0,0.00,0,0.00,
2021-2022,District,District,4220,James G. Blaine School,Network 11,08,37,0,0.00,37,100.00,14,37.84,23,62.16,21,56.76,16,43.24,0,0.00,0,0.00,33,89.19,1,2.70,1,2.70,0,0.00,2,5.41,
2021-2022,District,District,4220,James G. Blaine School,Network 11,All Grades,369,2,0.54,367,99.46,98,26.56,271,73.44,166,44.99,203,55.01,0,0.00,0,0.00,334,90.51,24,6.50,6,1.63,0,0.00,5,1.36,100.00
2021-2022,District,District,4240,Lewis C. Cassidy Academics Plus School,Network 2,00,22,2,9.09,20,90.91,0,0.00,22,100.00,8,36.36,14,63.64,0,0.00,0,0.00,18,81.82,3,13.64,1,4.55,0,0.00,0,0.00,
2021-2022,District,District,4240,Lewis C. Cassidy Academics Plus School,Network 2,01,28,1,3.57,27,96.43,4,14.29,24,85.71,12,42.86,16,57.14,0,0.00,0,0.00,26,92.86,2,7.14,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4240,Lewis C. Cassidy Academics Plus School,Network 2,02,25,0,0.00,25,100.00,4,16.00,21,84.00,10,40.00,15,60.00,0,0.00,0,0.00,24,96.00,1,4.00,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4240,Lewis C. Cassidy Academics Plus School,Network 2,03,39,0,0.00,39,100.00,8,20.51,31,79.49,19,48.72,20,51.28,0,0.00,0,0.00,32,82.05,5,12.82,0,0.00,0,0.00,2,5.13,
2021-2022,District,District,4240,Lewis C. Cassidy Academics Plus School,Network 2,04,17,0,0.00,17,100.00,3,17.65,14,82.35,9,52.94,8,47.06,0,0.00,0,0.00,16,94.12,0,0.00,1,5.88,0,0.00,0,0.00,
2021-2022,District,District,4240,Lewis C. Cassidy Academics Plus School,Network 2,05,31,2,6.45,29,93.55,4,12.90,27,87.10,11,35.48,20,64.52,0,0.00,0,0.00,28,90.32,1,3.23,1,3.23,0,0.00,1,3.23,
2021-2022,District,District,4240,Lewis C. Cassidy Academics Plus School,Network 2,06,34,3,8.82,31,91.18,11,32.35,23,67.65,17,50.00,17,50.00,0,0.00,0,0.00,30,88.24,2,5.88,2,5.88,0,0.00,0,0.00,
2021-2022,District,District,4240,Lewis C. Cassidy Academics Plus School,Network 2,07,38,2,5.26,36,94.74,6,15.79,32,84.21,16,42.11,22,57.89,1,2.63,0,0.00,35,92.11,2,5.26,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4240,Lewis C. Cassidy Academics Plus School,Network 2,08,28,2,7.14,26,92.86,5,17.86,23,82.14,13,46.43,15,53.57,0,0.00,0,0.00,27,96.43,0,0.00,1,3.57,0,0.00,0,0.00,
2021-2022,District,District,4240,Lewis C. Cassidy Academics Plus School,Network 2,All Grades,262,12,4.58,250,95.42,45,17.18,217,82.82,115,43.89,147,56.11,1,0.38,0,0.00,236,90.08,16,6.11,6,2.29,0,0.00,3,1.15,100.00
2021-2022,District,District,4270,William Dick School,Network 11,00,29,1,3.45,28,96.55,0,0.00,29,100.00,17,58.62,12,41.38,0,0.00,0,0.00,28,96.55,1,3.45,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4270,William Dick School,Network 11,01,28,0,0.00,28,100.00,2,7.14,26,92.86,10,35.71,18,64.29,0,0.00,0,0.00,26,92.86,0,0.00,0,0.00,0,0.00,2,7.14,
2021-2022,District,District,4270,William Dick School,Network 11,02,45,0,0.00,45,100.00,3,6.67,42,93.33,28,62.22,17,37.78,0,0.00,0,0.00,43,95.56,0,0.00,0,0.00,0,0.00,2,4.44,
2021-2022,District,District,4270,William Dick School,Network 11,03,41,0,0.00,41,100.00,6,14.63,35,85.37,17,41.46,24,58.54,0,0.00,0,0.00,37,90.24,3,7.32,1,2.44,0,0.00,0,0.00,
2021-2022,District,District,4270,William Dick School,Network 11,04,43,0,0.00,43,100.00,9,20.93,34,79.07,17,39.53,26,60.47,0,0.00,0,0.00,39,90.70,2,4.65,1,2.33,0,0.00,1,2.33,
2021-2022,District,District,4270,William Dick School,Network 11,05,49,0,0.00,49,100.00,13,26.53,36,73.47,19,38.78,30,61.22,0,0.00,0,0.00,47,95.92,2,4.08,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4270,William Dick School,Network 11,06,61,0,0.00,61,100.00,21,34.43,40,65.57,20,32.79,41,67.21,0,0.00,0,0.00,56,91.80,2,3.28,1,1.64,0,0.00,2,3.28,
2021-2022,District,District,4270,William Dick School,Network 11,07,48,0,0.00,48,100.00,16,33.33,32,66.67,27,56.25,21,43.75,0,0.00,0,0.00,47,97.92,1,2.08,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4270,William Dick School,Network 11,08,47,0,0.00,47,100.00,14,29.79,33,70.21,15,31.91,32,68.09,0,0.00,0,0.00,43,91.49,1,2.13,1,2.13,0,0.00,2,4.26,
2021-2022,District,District,4270,William Dick School,Network 11,All Grades,391,1,0.26,390,99.74,84,21.48,307,78.52,170,43.48,221,56.52,0,0.00,0,0.00,366,93.61,12,3.07,4,1.02,0,0.00,9,2.30,100.00
2021-2022,District,District,4280,Samuel Gompers School,Network 2,00,22,2,9.09,20,90.91,0,0.00,22,100.00,11,50.00,11,50.00,1,4.55,0,0.00,16,72.73,2,9.09,1,4.55,0,0.00,2,9.09,
2021-2022,District,District,4280,Samuel Gompers School,Network 2,01,24,0,0.00,24,100.00,3,12.50,21,87.50,10,41.67,14,58.33,1,4.17,0,0.00,22,91.67,1,4.17,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4280,Samuel Gompers School,Network 2,02,32,0,0.00,32,100.00,4,12.50,28,87.50,14,43.75,18,56.25,0,0.00,0,0.00,31,96.88,0,0.00,1,3.13,0,0.00,0,0.00,
2021-2022,District,District,4280,Samuel Gompers School,Network 2,03,30,0,0.00,30,100.00,8,26.67,22,73.33,13,43.33,17,56.67,0,0.00,1,3.33,29,96.67,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4280,Samuel Gompers School,Network 2,04,28,0,0.00,28,100.00,7,25.00,21,75.00,14,50.00,14,50.00,0,0.00,0,0.00,27,96.43,0,0.00,0,0.00,0,0.00,1,3.57,
2021-2022,District,District,4280,Samuel Gompers School,Network 2,05,31,1,3.23,30,96.77,5,16.13,26,83.87,18,58.06,13,41.94,0,0.00,0,0.00,28,90.32,2,6.45,0,0.00,0,0.00,1,3.23,
2021-2022,District,District,4280,Samuel Gompers School,Network 2,06,30,1,3.33,29,96.67,6,20.00,24,80.00,11,36.67,19,63.33,0,0.00,0,0.00,28,93.33,0,0.00,1,3.33,1,3.33,0,0.00,
2021-2022,District,District,4280,Samuel Gompers School,Network 2,07,27,0,0.00,27,100.00,6,22.22,21,77.78,13,48.15,14,51.85,0,0.00,1,3.70,24,88.89,1,3.70,1,3.70,0,0.00,0,0.00,
2021-2022,District,District,4280,Samuel Gompers School,Network 2,08,31,1,3.23,30,96.77,8,25.81,23,74.19,13,41.94,18,58.06,0,0.00,0,0.00,28,90.32,1,3.23,1,3.23,0,0.00,1,3.23,
2021-2022,District,District,4280,Samuel Gompers School,Network 2,All Grades,255,5,1.96,250,98.04,47,18.43,208,81.57,117,45.88,138,54.12,2,0.78,2,0.78,233,91.37,7,2.75,5,1.96,1,0.39,5,1.96,100.00
2021-2022,District,District,4300,Edward Heston School,Acceleration,00,20,0,0.00,20,100.00,0,0.00,20,100.00,12,60.00,8,40.00,0,0.00,0,0.00,19,95.00,1,5.00,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4300,Edward Heston School,Acceleration,01,38,0,0.00,38,100.00,1,2.63,37,97.37,20,52.63,18,47.37,0,0.00,0,0.00,33,86.84,5,13.16,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4300,Edward Heston School,Acceleration,02,44,2,4.55,42,95.45,3,6.82,41,93.18,19,43.18,25,56.82,0,0.00,0,0.00,42,95.45,2,4.55,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4300,Edward Heston School,Acceleration,03,42,0,0.00,42,100.00,7,16.67,35,83.33,22,52.38,20,47.62,0,0.00,0,0.00,41,97.62,0,0.00,1,2.38,0,0.00,0,0.00,
2021-2022,District,District,4300,Edward Heston School,Acceleration,04,37,0,0.00,37,100.00,3,8.11,34,91.89,15,40.54,22,59.46,0,0.00,0,0.00,37,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4300,Edward Heston School,Acceleration,05,37,0,0.00,37,100.00,5,13.51,32,86.49,19,51.35,18,48.65,0,0.00,0,0.00,33,89.19,3,8.11,1,2.70,0,0.00,0,0.00,
2021-2022,District,District,4300,Edward Heston School,Acceleration,06,42,0,0.00,42,100.00,5,11.90,37,88.10,17,40.48,25,59.52,0,0.00,0,0.00,39,92.86,2,4.76,1,2.38,0,0.00,0,0.00,
2021-2022,District,District,4300,Edward Heston School,Acceleration,07,40,0,0.00,40,100.00,7,17.50,33,82.50,22,55.00,18,45.00,0,0.00,0,0.00,40,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4300,Edward Heston School,Acceleration,08,38,1,2.63,37,97.37,7,18.42,31,81.58,20,52.63,18,47.37,0,0.00,1,2.63,33,86.84,1,2.63,3,7.89,0,0.00,0,0.00,
2021-2022,District,District,4300,Edward Heston School,Acceleration,All Grades,338,3,0.89,335,99.11,38,11.24,300,88.76,166,49.11,172,50.89,0,0.00,1,0.30,317,93.79,14,4.14,6,1.78,0,0.00,0,0.00,100.00
2021-2022,District,District,4320,Robert E. Lamberton School,Network 2,00,29,0,0.00,29,100.00,2,6.90,27,93.10,15,51.72,14,48.28,0,0.00,0,0.00,27,93.10,1,3.45,1,3.45,0,0.00,0,0.00,
2021-2022,District,District,4320,Robert E. Lamberton School,Network 2,01,32,3,9.38,29,90.63,8,25.00,24,75.00,21,65.63,11,34.38,0,0.00,0,0.00,31,96.88,1,3.13,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4320,Robert E. Lamberton School,Network 2,02,34,2,5.88,32,94.12,7,20.59,27,79.41,13,38.24,21,61.76,0,0.00,0,0.00,32,94.12,2,5.88,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4320,Robert E. Lamberton School,Network 2,03,34,1,2.94,33,97.06,8,23.53,26,76.47,16,47.06,18,52.94,0,0.00,0,0.00,31,91.18,3,8.82,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4320,Robert E. Lamberton School,Network 2,04,37,3,8.11,34,91.89,18,48.65,19,51.35,12,32.43,25,67.57,0,0.00,0,0.00,35,94.59,2,5.41,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4320,Robert E. Lamberton School,Network 2,05,63,6,9.52,57,90.48,27,42.86,36,57.14,28,44.44,35,55.56,0,0.00,1,1.59,57,90.48,4,6.35,1,1.59,0,0.00,0,0.00,
2021-2022,District,District,4320,Robert E. Lamberton School,Network 2,06,23,0,0.00,23,100.00,10,43.48,13,56.52,14,60.87,9,39.13,0,0.00,0,0.00,21,91.30,1,4.35,1,4.35,0,0.00,0,0.00,
2021-2022,District,District,4320,Robert E. Lamberton School,Network 2,07,43,1,2.33,42,97.67,17,39.53,26,60.47,18,41.86,25,58.14,0,0.00,0,0.00,41,95.35,1,2.33,1,2.33,0,0.00,0,0.00,
2021-2022,District,District,4320,Robert E. Lamberton School,Network 2,08,39,3,7.69,36,92.31,14,35.90,25,64.10,12,30.77,27,69.23,0,0.00,0,0.00,38,97.44,1,2.56,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4320,Robert E. Lamberton School,Network 2,All Grades,334,19,5.69,315,94.31,111,33.23,223,66.77,149,44.61,185,55.39,0,0.00,1,0.30,313,93.71,16,4.79,4,1.20,0,0.00,0,0.00,100.00
2021-2022,District,District,4350,E. Washington Rhodes School,Acceleration,00,25,0,0.00,25,100.00,0,0.00,25,100.00,12,48.00,13,52.00,0,0.00,0,0.00,23,92.00,1,4.00,1,4.00,0,0.00,0,0.00,
2021-2022,District,District,4350,E. Washington Rhodes School,Acceleration,01,27,0,0.00,27,100.00,5,18.52,22,81.48,15,55.56,12,44.44,0,0.00,0,0.00,25,92.59,1,3.70,0,0.00,0,0.00,1,3.70,
2021-2022,District,District,4350,E. Washington Rhodes School,Acceleration,02,40,0,0.00,40,100.00,2,5.00,38,95.00,16,40.00,24,60.00,0,0.00,0,0.00,37,92.50,1,2.50,2,5.00,0,0.00,0,0.00,
2021-2022,District,District,4350,E. Washington Rhodes School,Acceleration,03,38,0,0.00,38,100.00,10,26.32,28,73.68,16,42.11,22,57.89,0,0.00,0,0.00,35,92.11,3,7.89,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4350,E. Washington Rhodes School,Acceleration,04,32,1,3.13,31,96.88,9,28.13,23,71.88,17,53.13,15,46.88,0,0.00,0,0.00,28,87.50,4,12.50,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4350,E. Washington Rhodes School,Acceleration,05,31,0,0.00,31,100.00,10,32.26,21,67.74,15,48.39,16,51.61,0,0.00,0,0.00,28,90.32,1,3.23,2,6.45,0,0.00,0,0.00,
2021-2022,District,District,4350,E. Washington Rhodes School,Acceleration,06,53,1,1.89,52,98.11,21,39.62,32,60.38,28,52.83,25,47.17,0,0.00,0,0.00,49,92.45,2,3.77,2,3.77,0,0.00,0,0.00,
2021-2022,District,District,4350,E. Washington Rhodes School,Acceleration,07,72,0,0.00,72,100.00,22,30.56,50,69.44,31,43.06,41,56.94,2,2.78,0,0.00,63,87.50,5,6.94,1,1.39,0,0.00,1,1.39,
2021-2022,District,District,4350,E. Washington Rhodes School,Acceleration,08,90,0,0.00,90,100.00,25,27.78,65,72.22,45,50.00,45,50.00,1,1.11,0,0.00,84,93.33,2,2.22,1,1.11,0,0.00,2,2.22,
2021-2022,District,District,4350,E. Washington Rhodes School,Acceleration,All Grades,408,2,0.49,406,99.51,104,25.49,304,74.51,195,47.79,213,52.21,3,0.74,0,0.00,372,91.18,20,4.90,9,2.21,0,0.00,4,0.98,100.00
2021-2022,District,District,4360,Kenderton Elementary School,Network 11,00,33,0,0.00,33,100.00,0,0.00,33,100.00,10,30.30,23,69.70,0,0.00,0,0.00,28,84.85,5,15.15,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4360,Kenderton Elementary School,Network 11,01,29,0,0.00,29,100.00,1,3.45,28,96.55,12,41.38,17,58.62,0,0.00,0,0.00,25,86.21,4,13.79,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4360,Kenderton Elementary School,Network 11,02,45,0,0.00,45,100.00,7,15.56,38,84.44,20,44.44,25,55.56,0,0.00,0,0.00,38,84.44,6,13.33,0,0.00,0,0.00,1,2.22,
2021-2022,District,District,4360,Kenderton Elementary School,Network 11,03,42,2,4.76,40,95.24,6,14.29,36,85.71,21,50.00,21,50.00,0,0.00,0,0.00,36,85.71,5,11.90,0,0.00,0,0.00,1,2.38,
2021-2022,District,District,4360,Kenderton Elementary School,Network 11,04,40,0,0.00,40,100.00,9,22.50,31,77.50,19,47.50,21,52.50,0,0.00,0,0.00,33,82.50,5,12.50,0,0.00,0,0.00,2,5.00,
2021-2022,District,District,4360,Kenderton Elementary School,Network 11,05,53,1,1.89,52,98.11,12,22.64,41,77.36,24,45.28,29,54.72,0,0.00,0,0.00,50,94.34,2,3.77,0,0.00,0,0.00,1,1.89,
2021-2022,District,District,4360,Kenderton Elementary School,Network 11,06,49,2,4.08,47,95.92,15,30.61,34,69.39,22,44.90,27,55.10,3,6.12,0,0.00,35,71.43,7,14.29,3,6.12,0,0.00,1,2.04,
2021-2022,District,District,4360,Kenderton Elementary School,Network 11,07,55,1,1.82,54,98.18,17,30.91,38,69.09,27,49.09,28,50.91,0,0.00,0,0.00,47,85.45,8,14.55,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4360,Kenderton Elementary School,Network 11,08,48,0,0.00,48,100.00,13,27.08,35,72.92,22,45.83,26,54.17,0,0.00,0,0.00,42,87.50,6,12.50,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4360,Kenderton Elementary School,Network 11,All Grades,394,6,1.52,388,98.48,80,20.30,314,79.70,177,44.92,217,55.08,3,0.76,0,0.00,334,84.77,48,12.18,3,0.76,0,0.00,6,1.52,100.00
2021-2022,District,District,4370,Overbrook Elementary School,Network 2,00,20,0,0.00,20,100.00,0,0.00,20,100.00,10,50.00,10,50.00,1,5.00,0,0.00,17,85.00,2,10.00,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4370,Overbrook Elementary School,Network 2,01,21,0,0.00,21,100.00,1,4.76,20,95.24,16,76.19,5,23.81,0,0.00,0,0.00,19,90.48,1,4.76,1,4.76,0,0.00,0,0.00,
2021-2022,District,District,4370,Overbrook Elementary School,Network 2,02,25,0,0.00,25,100.00,0,0.00,25,100.00,8,32.00,17,68.00,0,0.00,0,0.00,25,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4370,Overbrook Elementary School,Network 2,03,18,0,0.00,18,100.00,0,0.00,18,100.00,9,50.00,9,50.00,0,0.00,0,0.00,18,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4370,Overbrook Elementary School,Network 2,04,24,0,0.00,24,100.00,4,16.67,20,83.33,15,62.50,9,37.50,0,0.00,0,0.00,24,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4370,Overbrook Elementary School,Network 2,05,19,0,0.00,19,100.00,3,15.79,16,84.21,9,47.37,10,52.63,0,0.00,0,0.00,17,89.47,0,0.00,1,5.26,0,0.00,1,5.26,
2021-2022,District,District,4370,Overbrook Elementary School,Network 2,06,24,0,0.00,24,100.00,5,20.83,19,79.17,12,50.00,12,50.00,0,0.00,0,0.00,22,91.67,0,0.00,2,8.33,0,0.00,0,0.00,
2021-2022,District,District,4370,Overbrook Elementary School,Network 2,07,21,0,0.00,21,100.00,2,9.52,19,90.48,11,52.38,10,47.62,0,0.00,0,0.00,21,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4370,Overbrook Elementary School,Network 2,08,20,0,0.00,20,100.00,2,10.00,18,90.00,15,75.00,5,25.00,0,0.00,0,0.00,19,95.00,0,0.00,1,5.00,0,0.00,0,0.00,
2021-2022,District,District,4370,Overbrook Elementary School,Network 2,All Grades,192,0,0.00,192,100.00,17,8.85,175,91.15,105,54.69,87,45.31,1,0.52,0,0.00,182,94.79,3,1.56,5,2.60,0,0.00,1,0.52,100.00
2021-2022,District,District,4380,Thomas M. Peirce School,Network 11,00,30,0,0.00,30,100.00,1,3.33,29,96.67,19,63.33,11,36.67,1,3.33,0,0.00,27,90.00,1,3.33,1,3.33,0,0.00,0,0.00,
2021-2022,District,District,4380,Thomas M. Peirce School,Network 11,01,41,1,2.44,40,97.56,2,4.88,39,95.12,19,46.34,22,53.66,1,2.44,0,0.00,39,95.12,1,2.44,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4380,Thomas M. Peirce School,Network 11,02,37,1,2.70,36,97.30,1,2.70,36,97.30,18,48.65,19,51.35,0,0.00,0,0.00,33,89.19,4,10.81,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4380,Thomas M. Peirce School,Network 11,03,33,0,0.00,33,100.00,4,12.12,29,87.88,16,48.48,17,51.52,0,0.00,0,0.00,31,93.94,2,6.06,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4380,Thomas M. Peirce School,Network 11,04,38,1,2.63,37,97.37,6,15.79,32,84.21,17,44.74,21,55.26,0,0.00,0,0.00,34,89.47,3,7.89,0,0.00,0,0.00,1,2.63,
2021-2022,District,District,4380,Thomas M. Peirce School,Network 11,05,48,1,2.08,47,97.92,5,10.42,43,89.58,24,50.00,24,50.00,1,2.08,0,0.00,43,89.58,3,6.25,0,0.00,0,0.00,1,2.08,
2021-2022,District,District,4380,Thomas M. Peirce School,Network 11,06,29,0,0.00,29,100.00,2,6.90,27,93.10,13,44.83,16,55.17,0,0.00,0,0.00,28,96.55,1,3.45,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4380,Thomas M. Peirce School,Network 11,All Grades,256,4,1.56,252,98.44,21,8.20,235,91.80,126,49.22,130,50.78,3,1.17,0,0.00,235,91.80,15,5.86,1,0.39,0,0.00,2,0.78,100.00
2021-2022,District,District,4440,Dr. Ethel Allen School,Acceleration,00,47,0,0.00,47,100.00,0,0.00,47,100.00,24,51.06,23,48.94,0,0.00,0,0.00,47,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,4440,Dr. Ethel Allen School,Acceleration,01,30,0,0.00,30,100.00,2,6.67,28,93.33,16,53.33,14,46.67,0,0.00,0,0.00,28,93.33,1,3.33,1,3.33,0,0.00,0,0.00,
2021-2022,District,District,4440,Dr. Ethel Allen School,Acceleration,02,50,0,0.00,50,100.00,3,6.00,47,94.00,26,52.00,24,48.00,0,0.00,0,0.00,49,98.00,0,0.00,0,0.00,0,0.00,1,2.00,
